9.0|#|Light - Can carry all day|#|Not all lenses are sharp as unable to focus adjust like the D7100 / D7200 cameras. My 16-85 very sharp but the 18-140 not so, however the 18-140 is excellent on my D3200.
10.0|#|Great so far!|#|
9.0|#|- compact size and weight|#|- only one memory card slot
8.0|#|Light weight and easy to use|#|None found yet
10.0|#|This is my first SLR and have found it easy to use even for a beginner|#|Not found anything yet
9.0|#|Buy body only and get 35mm or 50mm Nikon prime lens|#|None yet
10.0|#|light in weight and so easy to use...|#|
9.0|#|Easy to use controls including touchscreen.|#|Lack of GPS.
10.0|#|I am a complete novice so my opinion is more valuable for those looking for a DSLR.  It is so easy to use.  It also allows you to progress as you get more confident with the camera by also offering variable settings.  I use it for close-ups of my work (Food) and it never lets me down.  I use the photos for websites and magazine work and they are perfect!|#|None!
10.0|#||#|None that I gave found yet!
10.0|#|Very easy to use if your upgrading to your first entry level dslr camera very lightweight and easy to handle and takes  crisp clean shots this is the one to buy . once you learn the basics of the menu screen which is showed in the manual its very easy to use in auto or to adjust to useing manual settings which iv learnt to use with the help guide which is programmed in the camera as a extra so all in all worth every penny|#|Being picky only- its a shame nikon doesnt give the option to use AA batteries as an extra but no real faultsto be given really
8.0|#|Very easy to use. It's light weight makes it very comfortable to carry around the neck. Smaller than traditional DSLR's, so it's not so cumbersome. It has all the basic features that you would expect from an entry level DSLR but a whole lot of extra's that really do make this camera fun and exciting to use. Very good battery life, even when using a telephoto lens all day.|#|I haven't found any yet with the camera itself but I bought the WiFi adapter for it only to find that it is only supported by Android, so I can't use my iPad to wirelessly stream the photos from the camera to the iPad. I believe that iPad support is coming soon.
9.0|#|This is a great SLR compact light and wasy to use the guide mode is very helpful and talks u threw diffrent settings the manual mode lets u use the flash anytime were as the other modes dont but the image is so sharp and detailed its fantastic|#|The lense isnt the best its quite basic which means you do have to invest it a larger lense if you want to be able to zoom in etc but not an imediate problem
10.0|#|Excellent SLR, good image quality, good spec.|#|Can't use older Nikon lenses.
10.0|#|Camera is easy to use, having had little experience of this type of camera. Quick to set up and intuitive to use. Great results are easily achieved and the menus etc are straight-forward.|#|None as yet.
9.0|#|easy to carry around, when you are out shooting pictures. The built-in Menu / help guide is such a great feature to have, which I believe all Nikons have. If you are a starter with DSLR Camera's, then the Nikon D3200 is for you.|#|None to date
10.0|#|Easy to use, capable of wide range of photographer from 'point and shoot' to professional quality. Top quality camera.|#|A directional LCD screen would be a great addition rather than the static.
10.0|#|Im a total beginner but this camera has improved my photo's no end. A proffesional photographer recommended Nikon to me and I am so pleased i went for it.|#|
9.0|#|camera for a number of years - this SLR is significantly better and a worthwhile buy.|#|
10.0|#|Very easy to use guide mode , huge 24MP ,quality piece of kit|#|none as of yet.
9.0|#|status and I'm sure it can meet my needs as I learn more about digital SLR photography.|#|None spotted as yet.
10.0|#|Great photos , easy understanding with the guide mode this is my first dslr and it helps alot, good feel in the hands all in all great camera.|#|None so far
9.0|#|Fast AF, load of features and excellent images.|#|None so far.
10.0|#|This is my first DSLR, finding my way round the features with ease, loving this camera!|#|
10.0|#|60 points|#|0 point
10.0|#|I have no experience taking professional photographs. This camera make it so that a moron can take amazing pictures.|#|
9.0|#|The D3200 now has the very compact VR II lens that comes with the D3300, making it a great camera for the price.|#|
8.0|#|The value was great for money for both the body and lenses as a deal and considering the £50 cashback Nikon was offering, but that being said, that is only so because the new D3300 is being released and electronic products are bound to get cheaper as they get older. Not a problem for me, though. I don't care about having the latest of the market, or upgrading things that frequently, so this is intended to last me for years.|#|
10.0|#|The ease of use is amazing, for a very complicated professional looking camera it is simple to use. The users manual should be read thro' first, as I am a beginner this was a good help. There are many accessories  for this camera which is handy but should be looked at for need.|#|Can't find any bad points yet.
10.0|#|Excellent bit of kit|#|length of time ready/watching how to use the camera properly but well worth taking the time
8.0|#||#|No English paper manual provided
