8.0|#|Simple to use and well built. Great for using in the yard.|#|
7.0|#|size, fits in bouyancy aid pocket, ease of use|#|puts all pictures in one folder does not sort by date
10.0|#|Definitely waterproof as took some pictures underwater.|#|None
8.0|#|Small, compact and easy to use.|#|Difficult to hold without getting fingers in front of lens.
10.0|#|Lovely presant for my boyfriend as he loves water sports! Takes excellent pictures during the day and underwater so far! Great camera|#|Doesn't float :/
10.0|#|Excellent value for a camera as robust and waterproof as this|#|
10.0|#|Great pictures especially under water|#|
9.0|#|Point and shoot. All you need for holiday snaps|#|No memory card included in the price
9.0|#|Has a lot of features which are easy to understand, can also be set so it can just be switched on and take pictures without any knowledge of its vast options on quality, picture size, effects and zoom. What I liked about it is the zoom lens is internal so nothing to break if knocked over. Is also waterproof for outside work.|#|
8.0|#||#|Condensation forms inside the lens
10.0|#|Small size. Not too heavy.|#|
10.0|#|pictures.|#|haven't found any so far!
10.0|#|Light and easy to hold, clear setting symbols.|#|Battery life could be better.
10.0|#|Really well made have taken all sorts of photos and it takes all the hard work out of it. Auto adjustable pics make it easy for anyone to use. Really good build and looks great|#|Haven't found any yet
10.0|#|can take photos in the rain; can be dropped and be protected; pictures can be manually programmed or automatic and there are lots of options. ease of use. the good points far out weigh the three listed negative issues.|#|Although it has an anti-shake device, it is initially hard to find. One simply has to click on everything to find out what the items do. it only comes with a wrist strap, whereas a neck lanyard whilst hardly costing much more would have been useful, ditto a basic case.
8.0|#|Easy to use took it canyoning sea kayaking swimming scuba diving (shallow) took great photos for the price of the camera.|#|On off button can be a little awkward as small, not easy to find underwater
8.0|#|Compact, light, good variety of colours|#|
9.0|#|Easy to use. It is waterproof!|#|Macro focus was not that good. You do not have all the bells and whistles of a non waterproof camera for the same price, but you make that choice to drop some of the added value things.
10.0|#|All good amazing for the money|#|
10.0|#|So happy with the product. I'd have been devastated had I not been able to take pictures of the things I saw whilst scuba diving if I'd had a normal camera. Well worth the price!!|#|
4.0|#||#|Difficult to open to access the battery and sim card.
9.0|#|Build quality, Ease of use, good zoom. Feels like a real camera.|#|None
9.0|#|Easy to use to get great photos. The macro even though it is not as much as some other cameras Is more than good enough.|#|
9.0|#|Outstanding image quality straight out of camera - best jpegs I have ever seen, without having to process them at all.  White balance perfect.. Compatibility with Leica and Zeiss lenses ( with adapter ) - works brilliantly giving full manual focus. Overall look of photos superb. High ISO performance second to none.  Pro camera - Pro results|#|Digital level innacurate. (same as my x100).  Slightly too expensive. Big downer is NO DIOPTRE ADJUSTMENT.  If you are even slightly off on vision, viewfinder blurred. I cannot find the recommended adjustment lenses anywhere - Fuji do not stock them. This is very bad.
9.0|#|Impeccable quality, good lenses, ability to take SLR lenses via an adapter, good looks. I bought it with a free 2 lenses deal and got the standard pancake lens plus the 28 mm equivalent.|#|Nothing except perhaps too expensive without the free lens offer.
9.0|#|Manuel focus very easy and accurate with zoom function.|#|None, might be the non full frame format.
10.0|#|Absolutely brilliant camera. The image quality and high ISO performance of the X Trans cameras are beyond any other APS-C camerad out there at the moment and the build quality is just levels above the competition with all-metal construction and well-operating engraved dials. The X-Pro1's hybrid viewfinder is a joy to use and this camera really succeds in making photography as fun as possible. I've moved to the Fujifilm X system from Nikon DSLRs and I'm entirely happy I did: the range of lenses available is already amazing and Fuji are regularly putting out new additions and the bodies get regular and meaningful updates. I couldn't recommend it more.|#|The additional features that you would find on a current DSLR aren't necessarily there or as good (e.g. interval shooting is unavailable and the video mode is lackluster) but if pure photography is what you want these things don't really matter.
9.0|#|Fantastic build quality....looks and feels very compact and i love the asthetic and feel for the camera.|#|The auto focus......its not quite there in the responsive way i would expect....am i correct in thinking that a software update is avialble to improve this on my model or would my model already have this software update ?
9.0|#||#|Of these only the AF is a real drawback
10.0|#||#|auto-focus is not very impressive
5.0|#|Fantastic image quality, Fuji files are really lovely straight out of the camera. Images taken with the 35mm F1.4 are very sharp. Nice small camera.|#|Auto focus not the best, I have a Fuji X100 so this came as no great surprise.
10.0|#|Image quality is stunning  and handling is great with or without the extra grip|#|No diopter correction lens build in you have to buy  separately to suit your own eye sight , cant reprogramme  buttons for your own need
9.0|#|Fantastic image quality, some of the best JPEGs you'll see. A proper photographers camera, Leica quality but without the price tag. Lenses are great too.|#|Q).
9.0|#|Easier to carry around than a DSLR|#|None found thus far
10.0|#|A great camera, well built, solid and produces great quality images. Spend time learning how to use it and you won't be disappointed.|#|
9.0|#|Excellent value for the specification (especially when bundled with 18 and 27mm lenses).|#|Fiddly lens cap
8.0|#|compact camera, professional results|#|
9.0|#||#|bad sofware for the raw
9.0|#|Fantastic image quality. M mount adapter has allowed use of Leica lenses. Great build quality.|#|Focus sometimes difficult, but improved with new firmware.
10.0|#|Using the xpro-1 feels like YOU are in control and not the camera software, such a dream to use.|#|Can't really think of any, as long as you know it's not an all singing dancing camera then you can't go wrong. You are the Photographer in charge not the camera and at the end of the day it's the excellent image quality which is what we all aspire to, with the Xpro-1 is exactly what you get.
9.0|#|Fantastic control of the image by easy use of exposure control. Build quality is just like cameras used to be in the days of Rolliflex - ie up to pro standards. Great image results.|#|Too easy to accidentally operate menu options when shooting. Though, I feel this is a common fault with many digital cameras.
8.0|#|It isn't at all, it's a really really good camera, it's just not perfect - for me...|#|The thumb dial at the back of the camera is too easily turned also, not a problem with most lenses but on the 27mm (no aperture ring) the aperture gets changed easily because of it.
9.0|#|Excellent picture quality|#|
10.0|#|Fast focusing you do not miss those important expressions. Easy to use.  Switching between shutter,  aperature priority, manual. Synch flash to 4000th/sec, balance light.  Shutter release accepts release cable, etc.|#|I have not yet observed any bad points.
9.0|#|Lightweight|#|Not for the novice
9.0|#|An incredible camera - image quality is sublime, build quality excellent|#|Menus are a bit complicated
9.0|#|Beautiful design and a great v.near DSLR pro quality output from a tiny compact package. The fixed lens forces you to think and compose your shot and will improve your photography. This is a very high quality take-anywhere.|#|Although the lens is excellent, this isn't a low-light camera in the evening for anything other than still(ish) subjects. Even ISO 6400 with the f/2 lens doesn't appear to cut it. But hey, this is a great camera.
8.0|#|Excellent Image quality,manual focus with AE button override and focus point magnification,exposure compensation dial.|#|Should be £600
9.0|#|Incredible image quality, opportunities to adjust exposure. Having a fixed focal length makes you think about your photos and how to really get the best from a photographic image.|#|None of note yet.
